target,ids,date,flag,user,text,weekday,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment,sentiment_score
0,2240610728,2009-06-19 09:57:13-07:00,NO_QUERY,Faukes,No letter yet this week... Usually it's come by now.,Friday,0.3364826738834381,0.6240178942680359,0.03949939087033272,Neutral,-0.2969832830131054
0,2048821969,2009-06-05 15:49:56-07:00,NO_QUERY,connster9700,@user I'm sorry to hear about your headache. Rest well and feel better soon.,Friday,0.6081357598304749,0.3241335153579712,0.06773072481155396,Negative,-0.5404050350189209
4,1963820020,2009-05-29 13:17:54-07:00,NO_QUERY,EmBee20,@user I don't wear nail polish either so I forgive you.,Friday,0.06751512736082077,0.4576030373573303,0.4748818278312683,Positive,0.40736670047044754
0,1548314484,2009-04-17 20:36:54-07:00,NO_QUERY,oreocookie18,when i go in urban outfitters i mildly freak out because i want EVERYTHING - but then i realize 3/4 of it looks like shit on me,Friday,0.8134464025497437,0.16053491830825806,0.026018697768449783,Negative,-0.7874277047812939
0,2238083803,2009-06-19 06:47:55-07:00,NO_QUERY,LindaaxD,@user Yay! I'm so jealous..,Friday,0.7829087376594543,0.14670239388942719,0.07038881629705429,Negative,-0.7125199213624
4,1967287526,2009-05-29 19:18:18-07:00,NO_QUERY,KidNovice,"@user mela i know ur a freak, u dont have to write me lol",Friday,0.6887586116790771,0.2903093993663788,0.020931947976350784,Negative,-0.6678266637027264
4,1880905117,2009-05-22 02:55:18-07:00,NO_QUERY,GMMR,Big win of the day - @user letting us know that @user was on Twitter. Andrew FTW! My favorite Buffy character (um &amp; Willow too,Friday,0.0017032503383234143,0.010390890762209892,0.9879058599472046,Positive,0.9862026096088812
4,1880857080,2009-05-22 02:45:02-07:00,NO_QUERY,merylpixelmagic,"@user hang in there - will get to your background soon, promise!",Friday,0.0072394167073071,0.10747101157903671,0.8852895498275757,Positive,0.8780501331202686
4,1957702073,2009-05-29 01:20:01-07:00,NO_QUERY,evapoortman,Getting a tour of the eye tracking lab today [http],Friday,0.004673841409385204,0.905083179473877,0.090242899954319,Neutral,0.0855690585449338
0,1965532102,2009-05-29 16:05:10-07:00,NO_QUERY,bubblegumneko,"@user Yeah, it's work. It's been busy all day and I'm tired and hungry.",Friday,0.7661342620849609,0.20470993220806122,0.029155727475881577,Negative,-0.7369785346090794
4,1964195051,2009-05-29 13:52:02-07:00,NO_QUERY,SashaHalima,"&quot;U know 1st date awkwardness? Twitter is just like that. But the more you hang out 2gether, more comfortable u become&quot; (via @user)",Friday,0.045537181198596954,0.6394404172897339,0.31502243876457214,Neutral,0.2694852575659752
4,1966268188,2009-05-29 17:26:52-07:00,NO_QUERY,kimanie14,Nothing else exists when art does - Me,Friday,0.029003148898482323,0.45940783619880676,0.511588990688324,Positive,0.48258584178984165
4,1966802928,2009-05-29 18:25:41-07:00,NO_QUERY,macmaxxx,"playing badugi freeroll on pokerstars....man, thats really a gamble...but i like it",Friday,0.02179451286792755,0.1097487285733223,0.8684567809104919,Positive,0.8466622680425644
0,1969409691,2009-05-29 23:57:09-07:00,NO_QUERY,hollyhalvorsen,Called my momma in aid of an emotional crisis. We're onna go out for a late-night snack. Sad friday's almost over,Friday,0.8069764971733093,0.17099033296108246,0.02203313447535038,Negative,-0.784943362697959
0,1960139893,2009-05-29 07:29:15-07:00,NO_QUERY,bufyluver5,"Finally, a beautiful, sunny day in Atlanta. Too bad I'm stuck inside working...",Friday,0.38654226064682007,0.24401693046092987,0.36944082379341125,Negative,-0.017101436853408813
0,2235783932,2009-06-19 02:03:58-07:00,NO_QUERY,MrTweetALot,#IranElection Khamenei is so full of crap Freedom of speech my ass.....,Friday,0.9443017244338989,0.05059492215514183,0.005103354342281818,Negative,-0.9391983700916171
0,2243322528,2009-06-19 13:18:10-07:00,NO_QUERY,xBlueEyes2x,@user Arghhhhhh msn being stupid and wont let me sign in :@ will keep trying though LoveYouuu xxx,Friday,0.784570574760437,0.15202021598815918,0.06340925395488739,Negative,-0.7211613208055496
0,1882200928,2009-05-22 06:25:46-07:00,NO_QUERY,lesliejam,Hoping to see a time soon when I don't have to answer the question what kind of pain is it? Dull or throbbing.....sigh,Friday,0.6355695724487305,0.29463574290275574,0.0697946697473526,Negative,-0.5657749027013779
4,1548527841,2009-04-17 21:12:13-07:00,NO_QUERY,crazybeauty86,@user Thank you so much!!,Friday,0.007921384647488594,0.016683749854564667,0.9753947854042053,Positive,0.9674734007567167
0,2234931040,2009-06-19 00:03:20-07:00,NO_QUERY,missyosigirl,@user i has donuts! but how to give them to you?,Friday,0.008652862161397934,0.8235520124435425,0.1677950918674469,Neutral,0.15914222970604897
4,2052074681,2009-06-05 23:35:10-07:00,NO_QUERY,rizwandean,Green tea,Friday,0.033543605357408524,0.6031262278556824,0.3633301258087158,Neutral,0.3297865204513073
0,2235885902,2009-06-19 02:19:10-07:00,NO_QUERY,x_Darcey831_x,"@user yes u haveeeeee! near Bath, awesome! but i cant go which means it'll actually be absolutely rubbishhhhh!!",Friday,0.5193377137184143,0.16772036254405975,0.31294190883636475,Negative,-0.20639580488204956
4,1962592051,2009-05-29 11:17:10-07:00,NO_QUERY,Rachel_410,@user Thanks for tweeting the New Moon clip link ! OME! I'm watching it over and over and over....,Friday,0.0019432998960837722,0.030196743085980415,0.9678599834442139,Positive,0.9659166835481301
4,2044896628,2009-06-05 09:57:46-07:00,NO_QUERY,HiImShauna,@user @user you guys entertain me. keep tweeting.,Friday,0.005554539617151022,0.04924030229449272,0.9452051520347595,Positive,0.9396506124176085
0,2240793027,2009-06-19 10:10:09-07:00,NO_QUERY,monzica,"@user im so jealous i want to see it! Its taping, dont get the channel here getting a Mcds too hehe",Friday,0.6980103254318237,0.20953264832496643,0.09245701134204865,Negative,-0.6055533140897751
4,1883116556,2009-05-22 08:02:05-07:00,NO_QUERY,NerdimusPrime,@user Have a good trip and lots of fun in Chicago.,Friday,0.002764367265626788,0.013822041451931,0.9834135174751282,Positive,0.9806491502095014
0,1960382852,2009-05-29 07:52:37-07:00,NO_QUERY,nancy1053,"We need to remodel the house and the thoughts of doing it make me kind of ill He has one way and I have anouther, I just want to move. !",Friday,0.7857047915458679,0.19514945149421692,0.019145691767334938,Negative,-0.766559099778533
4,2048514392,2009-06-05 15:19:27-07:00,NO_QUERY,KristenKBarnett,"Looking forward to the weekend! Celebrating mom's bday, a little scrapbooking, quality time w/my hubby and babies Does it get any better?",Friday,0.001499975100159645,0.010889778845012188,0.9876102209091187,Positive,0.986110245808959
4,2047966663,2009-06-05 14:27:19-07:00,NO_QUERY,mrsxkevxjay,"My computer crashed, but you could still check out my youtube. youtube.com/dRamatica1376",Friday,0.5016064047813416,0.4427063763141632,0.055687207728624344,Negative,-0.4459191970527172
0,2250109652,2009-06-19 23:43:34-07:00,NO_QUERY,liannaaa,phone needs to be repaired maybe,Friday,0.47471311688423157,0.4886895418167114,0.03659737482666969,Neutral,-0.4381157420575619
0,2247829056,2009-06-19 19:41:16-07:00,NO_QUERY,SmittySmiff,@user awe man. I got so excited.,Friday,0.0034676091745495796,0.010399958118796349,0.9861325025558472,Positive,0.9826648933812976
4,1676031358,2009-05-01 20:55:27-07:00,NO_QUERY,Scottiejmurray,Eatin brekky at a bite to eat yummy in my tummy,Friday,0.019831504672765732,0.22983676195144653,0.750331699848175,Positive,0.7305001951754093
0,2051308693,2009-06-05 21:36:16-07:00,NO_QUERY,Dani_Van_S,"I don't know if my heads gonna explode or cave in on itself. Either way, not good.",Friday,0.9301033020019531,0.062315307557582855,0.007581405807286501,Negative,-0.9225218961946666
0,2246126949,2009-06-19 17:07:57-07:00,NO_QUERY,allisonwills,"@user oh no you didnt not,your poor hair haha",Friday,0.7664204835891724,0.19936758279800415,0.03421187028288841,Negative,-0.732208613306284
0,2243289811,2009-06-19 13:15:40-07:00,NO_QUERY,JamesBarronFOX4,"...and as fate would have it, I'm having major voice issue but the show must go on!",Friday,0.38908666372299194,0.40692195296287537,0.2039913684129715,Neutral,-0.18509529531002045
0,2240521935,2009-06-19 09:50:47-07:00,NO_QUERY,haselwand,@user I wish it did! It doesn't include half of them. LOVE YOU!,Friday,0.0354076512157917,0.07383613288402557,0.8907561898231506,Positive,0.8553485386073589
0,1967335228,2009-05-29 19:23:36-07:00,NO_QUERY,_magic8ball,@user My sources say no,Friday,0.36761876940727234,0.6123829483985901,0.019998295232653618,Neutral,-0.3476204741746187
4,1882798663,2009-05-22 07:30:17-07:00,NO_QUERY,Bookworm,"@user Thanks, Mike!",Friday,0.004452623892575502,0.06902991980314255,0.9265174269676208,Positive,0.9220648030750453
4,1967494194,2009-05-29 19:41:02-07:00,NO_QUERY,philphenomenonx,Is going to watch up,Friday,0.03265863284468651,0.8124500513076782,0.154891237616539,Neutral,0.1222326047718525
0,2248846484,2009-06-19 21:16:57-07:00,NO_QUERY,DJTHEFUNNY,Chilling with my cat. I miss my girl and get come to sonic my aunt is rasing money for breast cancer text for details.!,Friday,0.4020323157310486,0.4208237826824188,0.177143856883049,Neutral,-0.22488845884799957
0,1963710302,2009-05-29 13:07:54-07:00,NO_QUERY,lovelyaiko,My last full day of even day classes. I'm a little sad,Friday,0.8845387101173401,0.10413036495447159,0.011330913752317429,Negative,-0.8732077963650227
4,1880400327,2009-05-22 01:06:19-07:00,NO_QUERY,craigrhoward,@user If you're going to bbq on gas you may aswell be cooking inside! where's the challenge if you know the food will cook properly?,Friday,0.3846237361431122,0.5670141577720642,0.04836205020546913,Neutral,-0.33626168593764305
4,1960591791,2009-05-29 08:12:10-07:00,NO_QUERY,Funkypotato,3 more exams to go. Easypeasy. ENGLAND HERE I COME! 10/13,Friday,0.03228991478681564,0.39689144492149353,0.5708186626434326,Positive,0.538528747856617
4,1961765638,2009-05-29 10:00:39-07:00,NO_QUERY,muhr,now you're there,Friday,0.02647762931883335,0.7433441281318665,0.23017823696136475,Neutral,0.2037006076425314
4,1969377445,2009-05-29 23:50:45-07:00,NO_QUERY,limers,"@user English, Filipino, and Japanese. hahaha! I can't curse in any other language hahaha",Friday,0.11652359366416931,0.39882948994636536,0.48464691638946533,Positive,0.368123322725296
0,1882693845,2009-05-22 07:19:28-07:00,NO_QUERY,Hollie_Ainslie,Is in hospital,Friday,0.4811512231826782,0.4736692011356354,0.045179594308137894,Negative,-0.43597162887454033
4,1964706513,2009-05-29 14:40:14-07:00,NO_QUERY,mintedscott,@user season 5 of ghost whisperer? do tell,Friday,0.02243787609040737,0.936634361743927,0.040927767753601074,Neutral,0.018489891663193703
0,1961891984,2009-05-29 10:12:07-07:00,NO_QUERY,RLKeane,wants this summer to actually have some sun in it,Friday,0.03160391002893448,0.27167588472366333,0.6967201828956604,Positive,0.6651162728667259
4,2051562096,2009-06-05 22:18:20-07:00,NO_QUERY,zerohitwonder,"David Sedaris loved my hair He asked what the style was called and I didn't have a name for it, so he dubbed it &quot;The Plexus&quot;.",Friday,0.006341496016830206,0.07203945517539978,0.9216190576553345,Positive,0.9152775616385043
0,1881524754,2009-05-22 04:53:55-07:00,NO_QUERY,mikeyfuzz,About to head off to a beach campsite and no t or internet til Sunday,Friday,0.1178944781422615,0.7878417372703552,0.09426380693912506,Neutral,-0.023630671203136444
4,1881338101,2009-05-22 04:21:59-07:00,NO_QUERY,kricket_rc234,"@user heyy yes, i'm here",Friday,0.0030860635451972485,0.25250306725502014,0.7444108724594116,Positive,0.7413248089142144
0,2048262450,2009-06-05 14:55:16-07:00,NO_QUERY,Nanu_oh,I'm cold Nothing better than a hot coffee and watch movies!,Friday,0.03297722339630127,0.14151574671268463,0.8255070447921753,Positive,0.792529821395874
0,2247395300,2009-06-19 19:02:00-07:00,NO_QUERY,drea510,oh my gosh! cant believe it's barely 7! today is going by SO slooooooow!!!!!,Friday,0.048049841076135635,0.072566919028759,0.8793832063674927,Positive,0.831333365291357
0,1967466256,2009-05-29 19:37:57-07:00,NO_QUERY,j007,Bored out of my gourd. If you're bored then you're boring?,Friday,0.8661690354347229,0.12334471195936203,0.010486224666237831,Negative,-0.8556828107684851
0,1881485449,2009-05-22 04:47:42-07:00,NO_QUERY,lizyrose,Rounders was awesome! One more eam! But it is physics!,Friday,0.003779594786465168,0.011341861449182034,0.9848784804344177,Positive,0.9810988856479526
0,1960448602,2009-05-29 07:58:54-07:00,NO_QUERY,beccabreu,"is just waking up.. not very impressed with my sleep or my dreams. today is going to be a sucky day, I can feel it",Friday,0.9531412720680237,0.04082943871617317,0.0060293227434158325,Negative,-0.9471119493246078
4,1960478635,2009-05-29 08:01:41-07:00,NO_QUERY,giazzpet,"if at first you don't get what you want, keep trying....or think of another avenue first - me",Friday,0.21906261146068573,0.6419591307640076,0.13897831737995148,Neutral,-0.08008429408073425
4,1962486542,2009-05-29 11:07:13-07:00,NO_QUERY,Christina_Sal,Date 3 tonight! 2 CAN PLAY THAT GAME; WAIT &amp;&amp; SEE! ITS NOT ON UR TIME ITS ON MINE &amp; I RUN THIS!!! ? Ready to go to the Lake tonight!!,Friday,0.027333009988069534,0.33443090319633484,0.6382361054420471,Positive,0.6109030954539776
0,2051464354,2009-06-05 22:05:29-07:00,NO_QUERY,ainebegonia,after an hour of maintenance(sp???) Twitter is being flaky for me.,Friday,0.8622447848320007,0.12861549854278564,0.009139626286923885,Negative,-0.8531051585450768
0,2249325399,2009-06-19 22:07:19-07:00,NO_QUERY,Crockettsgirl,Trying to go to sleep I miss the hubby shoulda had him come to Ohio,Friday,0.23665735125541687,0.559827446937561,0.20351524651050568,Neutral,-0.033142104744911194
4,1962867926,2009-05-29 11:49:36-07:00,NO_QUERY,CC_Cassin,@user {{{{{{huggsss}}}}} you,Friday,0.016912981867790222,0.3706292510032654,0.6124576926231384,Positive,0.5955447107553482
0,1880976957,2009-05-22 03:10:09-07:00,NO_QUERY,_emmajane_,"@user I watched another film with zach in last wkend, The Last Kiss, but found it boring though",Friday,0.5327271223068237,0.43462294340133667,0.0326499417424202,Negative,-0.5000771805644035
0,2244702857,2009-06-19 15:06:02-07:00,NO_QUERY,thefatlosskid,IM+ is shit. Keeps losing my Tweets. Gonna stick w/ Tweetie 4 now. On the train to &amp;other boring Sat at work,Friday,0.9377909898757935,0.05498452112078667,0.007224550005048513,Negative,-0.9305664398707449
4,2044407196,2009-06-05 09:18:48-07:00,NO_QUERY,Doc_Remy,@user 'Over there' is absolutely messy! See your smile is soooooo refreshing to me...,Friday,0.04141417145729065,0.09124966710805893,0.8673361539840698,Positive,0.8259219825267792
4,1881168565,2009-05-22 03:49:44-07:00,NO_QUERY,ananelson,yay! mathnet reference in XKCD!,Friday,0.0016403092304244637,0.03373858705163002,0.9646211862564087,Positive,0.9629808770259842
4,2050207484,2009-06-05 18:15:32-07:00,NO_QUERY,frankparker,"@user Me! In the gutter! Never! LOL ;-) Go get some sleep then, im going soon",Friday,0.04486526548862457,0.22053688764572144,0.7345978617668152,Positive,0.6897325962781906
0,2043922002,2009-06-05 08:36:39-07:00,NO_QUERY,Rachana,my throat hurts sooo much,Friday,0.8497731685638428,0.12223884463310242,0.02798798307776451,Negative,-0.8217851854860783
0,1963278132,2009-05-29 12:28:55-07:00,NO_QUERY,asholigee,my phone is dead and my charger is miles away.. @user i'll talk to you in august,Friday,0.9245601296424866,0.06940726190805435,0.006032589823007584,Negative,-0.918527539819479
4,1964063377,2009-05-29 13:40:07-07:00,NO_QUERY,KitaCupcake,just chilling on twitter,Friday,0.16320908069610596,0.729042649269104,0.1077483519911766,Neutral,-0.05546072870492935
0,2243644651,2009-06-19 13:42:53-07:00,NO_QUERY,missdiva27,About to start me shift.....bleh!!!!,Friday,0.5179769396781921,0.3893013298511505,0.09272172302007675,Negative,-0.4252552166581154
0,2247391981,2009-06-19 19:01:42-07:00,NO_QUERY,theKT,"why are they dating?? now they're ALL taken,, i won't have a chance at the concert this is so heart-breaking!",Friday,0.9388406872749329,0.05673302710056305,0.004426244646310806,Negative,-0.934414442628622
0,1880963764,2009-05-22 03:07:19-07:00,NO_QUERY,james_gough,i hate people in the northern hemisphere! summer holidays for those losers,Friday,0.9454155564308167,0.04672461375594139,0.00785981398075819,Negative,-0.9375557424500585
0,2243073188,2009-06-19 12:59:33-07:00,NO_QUERY,stfudemo,nearly KO-ed at work. the word anemic keeps being thrown around,Friday,0.5948635339736938,0.36699363589286804,0.03814282268285751,Negative,-0.5567207112908363
0,1969161371,2009-05-29 23:11:48-07:00,NO_QUERY,joliramos,want that 2 happen. God give me grace n strength to make it idk how else to say i w/o getting emotional...yuck,Friday,0.24874231219291687,0.3210105895996094,0.43024715781211853,Positive,0.18150484561920166
0,1968879225,2009-05-29 22:26:40-07:00,NO_QUERY,alixt,"Panic attacks are painful for me, my chest hurts",Friday,0.9242464900016785,0.06240971013903618,0.01334388181567192,Negative,-0.9109026081860065
0,2247572217,2009-06-19 19:17:53-07:00,NO_QUERY,amytranxo,should have tooken the weekend off still not fully recovered,Friday,0.8803621530532837,0.11074744164943695,0.008890358731150627,Negative,-0.8714717943221331
4,2044465053,2009-06-05 09:23:53-07:00,NO_QUERY,anthonyjohnston,@user I see what you did there .. Very good ! x x x,Friday,0.0025596152991056442,0.010545267723500729,0.9868950843811035,Positive,0.9843354690819979
4,1881130090,2009-05-22 03:42:05-07:00,NO_QUERY,rodet,@user wasnt I the guy with the pocket calculator? ... thanks for letting me discover @user though,Friday,0.005387253127992153,0.16700473427772522,0.8276079893112183,Positive,0.8222207361832261
4,1548319011,2009-04-17 20:37:37-07:00,NO_QUERY,bynjaimyn,So in love...,Friday,0.009904037229716778,0.040014490485191345,0.9500815272331238,Positive,0.940177490003407
4,1880533902,2009-05-22 01:35:06-07:00,NO_QUERY,michaelonabike,"work is fun! (runs away) such a nice sunshiney day, hope it stays like this",Friday,0.0032170868944376707,0.00899409968405962,0.9877888560295105,Positive,0.9845717691350728
0,1880208286,2009-05-22 00:27:11-07:00,NO_QUERY,tysrn,I can't believe final exam is next week! I don't even remember the subject on 1st semester,Friday,0.7859858274459839,0.17475415766239166,0.03926008939743042,Negative,-0.7467257380485535
4,1967117385,2009-05-29 19:00:18-07:00,NO_QUERY,BJoie,"@user ohhmmmm,, Come back heah... ohmmmmm",Friday,0.008620449341833591,0.7159848213195801,0.2753946781158447,Neutral,0.26677422877401114
4,1963114767,2009-05-29 12:13:32-07:00,NO_QUERY,TheHighRoad,@user whew. almost changed my perception of you. Now I can put you back on the pedestal.,Friday,0.11757037788629532,0.3447434902191162,0.5376861691474915,Positive,0.42011579126119614
4,1676483231,2009-05-01 22:10:48-07:00,NO_QUERY,marathonmaritza,@user good. I keep telling everyone I know. We all do it and I don't want any of you to learn the lesson like I did.,Friday,0.39523884654045105,0.42514553666114807,0.17961564660072327,Neutral,-0.21562319993972778
0,2051800172,2009-06-05 22:50:35-07:00,NO_QUERY,Yuleineeee,Jamming to Carrie Underwood &amp; Rascal Flatts in the car with the girls. On our way home! P.S; &quot;Land of the Lost -SUCKED.&quot; I didn't like it,Friday,0.4638267457485199,0.34866759181022644,0.18750572204589844,Negative,-0.27632102370262146
4,2048391709,2009-06-05 15:07:28-07:00,NO_QUERY,midsomerlover,@user Because it aired already I can get BBC 1 and 2 on my television. And Hugh was brilliant! :p,Friday,0.0020963705610483885,0.0296159740537405,0.9682876467704773,Positive,0.9661912762094289
4,2050773367,2009-06-05 19:16:01-07:00,NO_QUERY,dwsmillionthhug,@user [http] - Yeah... come to St. Louis... and Memphis... and Houston... @user,Friday,0.006857714150100946,0.7671549916267395,0.22598731517791748,Neutral,0.21912960102781653
0,1967043408,2009-05-29 18:52:13-07:00,NO_QUERY,PunkieDory,where the f are my pinking shears? rarararrrarararr...babyproofing while cutting stuff makes me stick shears random places &amp; forget them,Friday,0.9178205132484436,0.07427415996789932,0.007905303500592709,Negative,-0.9099152097478509
0,1957756631,2009-05-29 01:30:41-07:00,NO_QUERY,btudor,@user You've got to love fly tippers: [http] Worst I've seen is a dead mule dumped on Holmbury Hill.,Friday,0.7255769371986389,0.1847405731678009,0.08968251943588257,Negative,-0.6358944177627563
0,2239791688,2009-06-19 08:58:22-07:00,NO_QUERY,Ainmer,@user Ugh...,Friday,0.4651901423931122,0.45932748913764954,0.0754823386669159,Negative,-0.3897078037261963
4,2046726639,2009-06-05 12:36:09-07:00,NO_QUERY,BizarroBytes,"@user No bugs, eh? Better stay away from my story &quot;Parasite.&quot;",Friday,0.7964573502540588,0.17982684075832367,0.023715905845165253,Negative,-0.7727414444088936
4,2047988413,2009-06-05 14:29:21-07:00,NO_QUERY,Abbie_xD,@user I personally think you look amazing and back up what you are saying 100%,Friday,0.005552883259952068,0.01558088231831789,0.9788662791252136,Positive,0.9733133958652616
4,2052106587,2009-06-05 23:40:53-07:00,NO_QUERY,Vanellita,@user daaaaani congraaaatulaaaatiooons q fiino! Q emocioon jajaja es lo maximo qndo le dicen a uno q you have been accepted,Friday,0.013388562947511673,0.26311221718788147,0.7234992980957031,Positive,0.7101107351481915
0,2237191086,2009-06-19 05:21:22-07:00,NO_QUERY,lizkerr4sure,Fuck work. I just wanna sleep,Friday,0.857114851474762,0.10901038348674774,0.03387468680739403,Negative,-0.8232401646673679
4,2048801879,2009-06-05 15:47:53-07:00,NO_QUERY,VenusetSerena,Another day of intense running and tennis... hopefully it all pays off womens final in the morning Safina vs. Kuznetsova! Go Sveta!!!!,Friday,0.0023451214656233788,0.043347250670194626,0.9543076157569885,Positive,0.9519624942913651
0,1957522630,2009-05-29 00:46:04-07:00,NO_QUERY,rachellylove,im very sorry.,Friday,0.8005523681640625,0.18343687057495117,0.016010785475373268,Negative,-0.7845415826886892
0,1880228300,2009-05-22 00:31:13-07:00,NO_QUERY,Lizziebeth2586,laying here awake... should be sleeping... but i miss my love,Friday,0.5988219380378723,0.34688374400138855,0.054294291883707047,Negative,-0.5445276461541653
